Wahlkreis;Wahlkreis-Bez;Land;Regierungsbezirk;Kreis;Verbandsgemeinde;Gemeinde;Landname;RegBez-Name;Kreisname;GemVerband-Name;Gemeindename;Gemeindeteil;Wahlkreis-von;Wahlkreis-bis;PLZ-GemVerwaltung;PLZ-mehrere
235;Weiden;9;3;77;5350;149;Bayern;Oberpfalz;Tirschenreuth;Verwaltungsgemeinschaft Krummennaab;Reuth b.Erbendorf;;;;92717;*****
235;Weiden;9;3;77;0;154;Bayern;Oberpfalz;Tirschenreuth;;Tirschenreuth, St;;;;95643;*****
235;Weiden;9;3;77;0;157;Bayern;Oberpfalz;Tirschenreuth;;Waldershof, St;;;;95679;*****
235;Weiden;9;3;77;0;158;Bayern;Oberpfalz;Tirschenreuth;;Waldsassen, St;;;;95652;*****
235;Weiden;9;3;77;5351;159;Bayern;Oberpfalz;Tirschenreuth;Verwaltungsgemeinschaft Wiesau;Wiesau, M;;;;95672;*****
236;Bamberg;9;4;61;0;0;Bayern;Oberfranken;Bamberg;;Bamberg;;;;96031;*****
236;Bamberg;9;4;71;0;111;Bayern;Oberfranken;Bamberg;;Altendorf;;;;96146;
236;Bamberg;9;4;71;5408;120;Bayern;Oberfranken;Bamberg;Verwaltungsgemeinschaft Burgebrach;Burgebrach, M;;;;96138;
236;Bamberg;9;4;71;5407;122;Bayern;Oberfranken;Bamberg;Verwaltungsgemeinschaft Ebrach;Burgwindheim, M;;;;96154;*****
236;Bamberg;9;4;71;0;123;Bayern;Oberfranken;Bamberg;;Buttenheim, M;;;;96155;
236;Bamberg;9;4;71;5407;128;Bayern;Oberfranken;Bamberg;Verwaltungsgemeinschaft Ebrach;Ebrach, M;;;;96157;*****
236;Bamberg;9;4;71;0;131;Bayern;Oberfranken;Bamberg;;Frensdorf;;;;96158;
236;Bamberg;9;4;71;0;140;Bayern;Oberfranken;Bamberg;;Hallstadt, St;;;;96103;*****
236;Bamberg;9;4;71;0;145;Bayern;Oberfranken;Bamberg;;Hirschaid, M;;;;96114;*****
236;Bamberg;9;4;71;5445;154;Bayern;Oberfranken;Bamberg;Verwaltungsgemeinschaft Lisberg;Lisberg;;;;96170;
236;Bamberg;9;4;71;0;169;Bayern;Oberfranken;Bamberg;;Pettstadt;;;;96175;
236;Bamberg;9;4;71;0;172;Bayern;Oberfranken;Bamberg;;Pommersfelden;;;;96178;
236;Bamberg;9;4;71;5445;173;Bayern;Oberfranken;Bamberg;Verwaltungsgemeinschaft Lisberg;Priesendorf;;;;96170;
236;Bamberg;9;4;71;5408;186;Bayern;Oberfranken;Bamberg;Verwaltungsgemeinschaft Burgebrach;Schönbrunn i.Steigerwald;;;;96185;*****
236;Bamberg;9;4;71;0;191;Bayern;Oberfranken;Bamberg;;Stegaurach;;;;96135;*****
236;Bamberg;9;4;71;0;195;Bayern;Oberfranken;Bamberg;;Strullendorf;;;;96129;*****
236;Bamberg;9;4;71;0;208;Bayern;Oberfranken;Bamberg;;Walsdorf;;;;96194;
236;Bamberg;9;4;71;0;220;Bayern;Oberfranken;Bamberg;;Schlüsselfeld, St;;;;96132;
236;Bamberg;9;4;71;9452;452;Bayern;Oberfranken;Bamberg;;Ebracher Forst;;;;0;
236;Bamberg;9;4;71;9453;453;Bayern;Oberfranken;Bamberg;;Eichwald;;;;0;
236;Bamberg;9;4;71;9454;454;Bayern;Oberfranken;Bamberg;;Geisberger Forst;;;;0;
236;Bamberg;9;4;71;9455;455;Bayern;Oberfranken;Bamberg;;Hauptsmoor;;;;0;
236;Bamberg;9;4;71;9456;456;Bayern;Oberfranken;Bamberg;;Koppenwinder Forst;;;;0;
236;Bamberg;9;4;71;9457;457;Bayern;Oberfranken;Bamberg;;Lindach;;;;0;
236;Bamberg;9;4;71;9459;459;Bayern;Oberfranken;Bamberg;;Semberg;;;;0;
236;Bamberg;9;4;71;9460;460;Bayern;Oberfranken;Bamberg;;Steinachsrangen;;;;0;
236;Bamberg;9;4;71;9461;461;Bayern;Oberfranken;Bamberg;;Winkelhofer Forst;;;;0;
236;Bamberg;9;4;71;9462;462;Bayern;Oberfranken;Bamberg;;Zückshuter Forst;;;;0;
236;Bamberg;9;4;74;5426;119;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Dormitz;Dormitz;;;;91077;
236;Bamberg;9;4;74;5425;122;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Effeltrich;Effeltrich;;;;91090;
236;Bamberg;9;4;74;0;123;Bayern;Oberfranken;Forchheim;;Eggolsheim, M;;;;91330;
236;Bamberg;9;4;74;0;126;Bayern;Oberfranken;Forchheim;;Forchheim, GKSt;;;;91301;*****
236;Bamberg;9;4;74;0;133;Bayern;Oberfranken;Forchheim;;Hallerndorf;;;;91352;
236;Bamberg;9;4;74;0;134;Bayern;Oberfranken;Forchheim;;Hausen;;;;91353;
236;Bamberg;9;4;74;0;135;Bayern;Oberfranken;Forchheim;;Heroldsbach;;;;91336;
236;Bamberg;9;4;74;5426;137;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Dormitz;Hetzles;;;;91077;
236;Bamberg;9;4;74;0;140;Bayern;Oberfranken;Forchheim;;Igensdorf, M;;;;91338;
236;Bamberg;9;4;74;5423;143;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Kirchehrenbach;Kirchehrenbach;;;;91356;
236;Bamberg;9;4;74;5426;144;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Dormitz;Kleinsendelbach;;;;91077;
236;Bamberg;9;4;74;5422;145;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Gosberg;Kunreuth;;;;91358;*****
236;Bamberg;9;4;74;0;146;Bayern;Oberfranken;Forchheim;;Langensendelbach;;;;91094;
236;Bamberg;9;4;74;5423;147;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Kirchehrenbach;Leutenbach;;;;91359;*****
236;Bamberg;9;4;74;0;154;Bayern;Oberfranken;Forchheim;;Neunkirchen a.Brand, M;;;;91077;*****
236;Bamberg;9;4;74;5422;158;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Gosberg;Pinzberg;;;;91361;*****
236;Bamberg;9;4;74;5425;160;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Effeltrich;Poxdorf;;;;91099;*****
236;Bamberg;9;4;74;5423;171;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Kirchehrenbach;Weilersbach;;;;91365;*****
236;Bamberg;9;4;74;5422;175;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Gosberg;Wiesenthau;;;;91369;*****
237;Bayreuth;9;4;62;0;0;Bayern;Oberfranken;Bayreuth;;Bayreuth;;;;95410;*****
237;Bayreuth;9;4;72;0;111;Bayern;Oberfranken;Bayreuth;;Ahorntal;;;;95491;*****
237;Bayreuth;9;4;72;5412;115;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Hollfeld;Aufseß;;;;91347;*****
237;Bayreuth;9;4;72;0;116;Bayern;Oberfranken;Bayreuth;;Bad Berneck i.Fichtelgebirge, St;;;;95460;
237;Bayreuth;9;4;72;5417;118;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Betzenstein;Betzenstein, St;;;;91282;
237;Bayreuth;9;4;72;0;119;Bayern;Oberfranken;Bayreuth;;Bindlach;;;;95463;*****
237;Bayreuth;9;4;72;0;121;Bayern;Oberfranken;Bayreuth;;Bischofsgrün;;;;95493;
237;Bayreuth;9;4;72;5416;127;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Creußen;Creußen, St;;;;95473;
237;Bayreuth;9;4;72;0;131;Bayern;Oberfranken;Bayreuth;;Eckersdorf;;;;95488;*****
237;Bayreuth;9;4;72;5415;133;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Weidenberg;Emtmannsberg;;;;95517;*****
237;Bayreuth;9;4;72;0;138;Bayern;Oberfranken;Bayreuth;;Fichtelberg;;;;95686;
237;Bayreuth;9;4;72;0;139;Bayern;Oberfranken;Bayreuth;;Gefrees, St;;;;95480;*****
237;Bayreuth;9;4;72;5414;140;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Mistelbach;Gesees;;;;95494;*****
237;Bayreuth;9;4;72;5413;141;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Mistelgau;Glashütten;;;;95496;*****
237;Bayreuth;9;4;72;0;143;Bayern;Oberfranken;Bayreuth;;Goldkronach, St;;;;95497;
237;Bayreuth;9;4;72;5416;146;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Creußen;Haag;;;;95473;
237;Bayreuth;9;4;72;0;150;Bayern;Oberfranken;Bayreuth;;Heinersreuth;;;;95500;
237;Bayreuth;9;4;72;5412;154;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Hollfeld;Hollfeld, St;;;;96142;
237;Bayreuth;9;4;72;5414;155;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Mistelbach;Hummeltal;;;;95503;*****
237;Bayreuth;9;4;72;5415;156;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Weidenberg;Kirchenpingarten;;;;95466;*****
237;Bayreuth;9;4;72;0;164;Bayern;Oberfranken;Bayreuth;;Mehlmeisel;;;;95694;
237;Bayreuth;9;4;72;5414;166;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Mistelbach;Mistelbach;;;;95511;
237;Bayreuth;9;4;72;5413;167;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Mistelgau;Mistelgau;;;;95490;*****
237;Bayreuth;9;4;72;0;175;Bayern;Oberfranken;Bayreuth;;Pegnitz, St;;;;91257;*****
237;Bayreuth;9;4;72;5412;176;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Hollfeld;Plankenfels;;;;95515;*****
237;Bayreuth;9;4;72;5417;177;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Betzenstein;Plech, M;;;;91287;*****
237;Bayreuth;9;4;72;0;179;Bayern;Oberfranken;Bayreuth;;Pottenstein, St;;;;91278;
237;Bayreuth;9;4;72;5416;180;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Creußen;Prebitz;;;;95473;
237;Bayreuth;9;4;72;5416;184;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Creußen;Schnabelwaid, M;;;;91289;*****
237;Bayreuth;9;4;72;5415;188;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Weidenberg;Seybothenreuth;;;;95517;*****
237;Bayreuth;9;4;72;0;190;Bayern;Oberfranken;Bayreuth;;Speichersdorf;;;;95469;*****
237;Bayreuth;9;4;72;0;197;Bayern;Oberfranken;Bayreuth;;Waischenfeld, St;;;;91344;
237;Bayreuth;9;4;72;0;198;Bayern;Oberfranken;Bayreuth;;Warmensteinach;;;;95485;
237;Bayreuth;9;4;72;5415;199;Bayern;Oberfranken;Bayreuth;Verwaltungsgemeinschaft Weidenberg;Weidenberg, M;;;;95466;*****
237;Bayreuth;9;4;72;9451;451;Bayern;Oberfranken;Bayreuth;;Bischofsgrüner Forst;;;;0;
237;Bayreuth;9;4;72;9453;453;Bayern;Oberfranken;Bayreuth;;Fichtelberg;;;;0;
237;Bayreuth;9;4;72;9454;454;Bayern;Oberfranken;Bayreuth;;Forst Neustädtlein a.Forst;;;;0;
237;Bayreuth;9;4;72;9456;456;Bayern;Oberfranken;Bayreuth;;Glashüttener Forst;;;;0;
237;Bayreuth;9;4;72;9458;458;Bayern;Oberfranken;Bayreuth;;Heinersreuther Forst;;;;0;
237;Bayreuth;9;4;72;9463;463;Bayern;Oberfranken;Bayreuth;;Neubauer Forst-Nord;;;;0;
237;Bayreuth;9;4;72;9464;464;Bayern;Oberfranken;Bayreuth;;Prüll;;;;0;
237;Bayreuth;9;4;72;9468;468;Bayern;Oberfranken;Bayreuth;;Veldensteinerforst;;;;0;
237;Bayreuth;9;4;72;9469;469;Bayern;Oberfranken;Bayreuth;;Waidacher Forst;;;;0;
237;Bayreuth;9;4;72;9470;470;Bayern;Oberfranken;Bayreuth;;Warmensteinacher Forst-Nord;;;;0;
237;Bayreuth;9;4;74;5420;121;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Ebermannstadt;Ebermannstadt, St;;;;91320;
237;Bayreuth;9;4;74;0;124;Bayern;Oberfranken;Forchheim;;Egloffstein, M;;;;91349;
237;Bayreuth;9;4;74;0;129;Bayern;Oberfranken;Forchheim;;Gößweinstein, M;;;;91327;
237;Bayreuth;9;4;74;5427;132;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Gräfenberg;Gräfenberg, St;;;;91322;*****
237;Bayreuth;9;4;74;5427;138;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Gräfenberg;Hiltpoltstein, M;;;;91355;*****
237;Bayreuth;9;4;74;0;156;Bayern;Oberfranken;Forchheim;;Obertrubach;;;;91286;
237;Bayreuth;9;4;74;0;161;Bayern;Oberfranken;Forchheim;;Pretzfeld, M;;;;91362;
237;Bayreuth;9;4;74;5420;168;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Ebermannstadt;Unterleinleiter;;;;91364;*****
237;Bayreuth;9;4;74;5427;173;Bayern;Oberfranken;Forchheim;Verwaltungsgemeinschaft Gräfenberg;Weißenohe;;;;91367;*****
237;Bayreuth;9;4;74;0;176;Bayern;Oberfranken;Forchheim;;Wiesenttal, M;;;;91346;*****
238;Coburg;9;4;63;0;0;Bayern;Oberfranken;Coburg;;Coburg;;;;96450;*****
238;Coburg;9;4;73;0;112;Bayern;Oberfranken;Coburg;;Ahorn;;;;96482;
238;Coburg;9;4;73;0;120;Bayern;Oberfranken;Coburg;;Dörfles-Esbach;;;;96487;
238;Coburg;9;4;73;0;121;Bayern;Oberfranken;Coburg;;Ebersdorf b.Coburg;;;;96237;*****
238;Coburg;9;4;73;0;132;Bayern;Oberfranken;Coburg;;Großheirath;;;;96269;
238;Coburg;9;4;73;5418;134;Bayern;Oberfranken;Coburg;Verwaltungsgemeinschaft Grub a.Forst;Grub a.Forst;;;;96271;
238;Coburg;9;4;73;0;138;Bayern;Oberfranken;Coburg;;Itzgrund;;;;96274;
238;Coburg;9;4;73;0;141;Bayern;Oberfranken;Coburg;;Lautertal;;;;96486;*****
238;Coburg;9;4;73;0;144;Bayern;Oberfranken;Coburg;;Meeder;;;;96484;
238;Coburg;9;4;73;0;151;Bayern;Oberfranken;Coburg;;Neustadt b.Coburg, GKSt;;;;96465;*****
238;Coburg;9;4;73;5418;153;Bayern;Oberfranken;Coburg;Verwaltungsgemeinschaft Grub a.Forst;Niederfüllbach;;;;96489;*****
238;Coburg;9;4;73;0;158;Bayern;Oberfranken;Coburg;;Bad Rodach, St;;;;96476;
238;Coburg;9;4;73;0;159;Bayern;Oberfranken;Coburg;;Rödental, St;;;;96472;*****
238;Coburg;9;4;73;0;165;Bayern;Oberfranken;Coburg;;Seßlach, St;;;;96145;
238;Coburg;9;4;73;0;166;Bayern;Oberfranken;Coburg;;Sonnefeld;;;;96242;*****
238;Coburg;9;4;73;0;170;Bayern;Oberfranken;Coburg;;Untersiemau;;;;96253;
238;Coburg;9;4;73;0;174;Bayern;Oberfranken;Coburg;;Weidhausen b.Coburg;;;;96279;
238;Coburg;9;4;73;0;175;Bayern;Oberfranken;Coburg;;Weitramsdorf;;;;96479;*****
238;Coburg;9;4;73;9452;452;Bayern;Oberfranken;Coburg;;Callenberger Forst-West;;;;0;
238;Coburg;9;4;73;9453;453;Bayern;Oberfranken;Coburg;;Gellnhausen;;;;0;
238;Coburg;9;4;73;9454;454;Bayern;Oberfranken;Coburg;;Köllnholz;;;;0;
238;Coburg;9;4;75;0;128;Bayern;Oberfranken;Hof;;Geroldsgrün;;;;95179;*****
238;Coburg;9;4;76;0;145;Bayern;Oberfranken;Kronach;;Kronach, St;;;;96317;*****
238;Coburg;9;4;76;0;146;Bayern;Oberfranken;Kronach;;Küps, M;;;;96328;*****
238;Coburg;9;4;76;0;152;Bayern;Oberfranken;Kronach;;Ludwigsstadt, St;;;;96337;*****
238;Coburg;9;4;76;5434;154;Bayern;Oberfranken;Kronach;Verwaltungsgemeinschaft Mitwitz;Mitwitz, M;;;;96268;*****
238;Coburg;9;4;76;0;159;Bayern;Oberfranken;Kronach;;Nordhalben, M;;;;96365;*****
238;Coburg;9;4;76;0;164;Bayern;Oberfranken;Kronach;;Pressig, M;;;;96332;*****
238;Coburg;9;4;76;5433;166;Bayern;Oberfranken;Kronach;Verwaltungsgemeinschaft Teuschnitz;Reichenbach;;;;96358;*****
238;Coburg;9;4;76;5434;171;Bayern;Oberfranken;Kronach;Verwaltungsgemeinschaft Mitwitz;Schneckenlohe;;;;96277;*****
238;Coburg;9;4;76;0;175;Bayern;Oberfranken;Kronach;;Steinbach a.Wald;;;;96361;*****
238;Coburg;9;4;76;0;177;Bayern;Oberfranken;Kronach;;Steinwiesen, M;;;;96349;*****
238;Coburg;9;4;76;0;178;Bayern;Oberfranken;Kronach;;Stockheim;;;;96342;*****
238;Coburg;9;4;76;0;179;Bayern;Oberfranken;Kronach;;Tettau, M;;;;96355;*****
238;Coburg;9;4;76;5433;180;Bayern;Oberfranken;Kronach;Verwaltungsgemeinschaft Teuschnitz;Teuschnitz, St;;;;96358;*****
238;Coburg;9;4;76;5433;182;Bayern;Oberfranken;Kronach;Verwaltungsgemeinschaft Teuschnitz;Tschirn;;;;96367;*****
238;Coburg;9;4;76;0;183;Bayern;Oberfranken;Kronach;;Marktrodach, M;;;;96364;
238;Coburg;9;4;76;0;184;Bayern;Oberfranken;Kronach;;Wallenfels, St;;;;96346;*****
238;Coburg;9;4;76;0;185;Bayern;Oberfranken;Kronach;;Weißenbrunn;;;;96369;*****
238;Coburg;9;4;76;0;189;Bayern;Oberfranken;Kronach;;Wilhelmsthal;;;;96352;
238;Coburg;9;4;76;9451;451;Bayern;Oberfranken;Kronach;;Birnbaum;;;;0;
238;Coburg;9;4;76;9453;453;Bayern;Oberfranken;Kronach;;Langenbacher Forst;;;;0;
239;Hof;9;4;64;0;0;Bayern;Oberfranken;Hof;;Hof;;;;95015;*****
239;Hof;9;4;75;0;112;Bayern;Oberfranken;Hof;;Bad Steben, M;;;;95138;
239;Hof;9;4;75;0;113;Bayern;Oberfranken;Hof;;Berg;;;;95180;
239;Hof;9;4;75;0;120;Bayern;Oberfranken;Hof;;Döhlau;;;;95182;
239;Hof;9;4;75;5430;123;Bayern;Oberfranken;Hof;Verwaltungsgemeinschaft Feilitzsch;Feilitzsch;;;;95183;
239;Hof;9;4;75;5430;127;Bayern;Oberfranken;Hof;Verwaltungsgemeinschaft Feilitzsch;Gattendorf;;;;95185;*****
239;Hof;9;4;75;0;136;Bayern;Oberfranken;Hof;;Helmbrechts, St;;;;95233;*****
239;Hof;9;4;75;5428;137;Bayern;Oberfranken;Hof;Verwaltungsgemeinschaft Lichtenberg;Issigau;;;;95188;*****
239;Hof;9;4;75;0;141;Bayern;Oberfranken;Hof;;Köditz;;;;95189;
239;Hof;9;4;75;0;142;Bayern;Oberfranken;Hof;;Konradsreuth;;;;95176;*****
239;Hof;9;4;75;5431;145;Bayern;Oberfranken;Hof;Verwaltungsgemeinschaft Schauenstein;Leupoldsgrün;;;;95191;*****
239;Hof;9;4;75;5428;146;Bayern;Oberfranken;Hof;Verwaltungsgemeinschaft Lichtenberg;Lichtenberg, St;;;;95192;
239;Hof;9;4;75;0;154;Bayern;Oberfranken;Hof;;Münchberg, St;;;;95213;*****
239;Hof;9;4;75;0;156;Bayern;Oberfranken;Hof;;Naila, St;;;;95119;*****
239;Hof;9;4;75;0;158;Bayern;Oberfranken;Hof;;Oberkotzau, M;;;;95145;*****
239;Hof;9;4;75;0;161;Bayern;Oberfranken;Hof;;Regnitzlosau;;;;95194;
239;Hof;9;4;75;0;162;Bayern;Oberfranken;Hof;;Rehau, St;;;;95111;*****
239;Hof;9;4;75;5431;165;Bayern;Oberfranken;Hof;Verwaltungsgemeinschaft Schauenstein;Schauenstein, St;;;;95197;
239;Hof;9;4;75;0;168;Bayern;Oberfranken;Hof;;Schwarzenbach a.d.Saale, St;;;;95120;*****
239;Hof;9;4;75;0;169;Bayern;Oberfranken;Hof;;Schwarzenbach a.Wald, St;;;;95131;*****
239;Hof;9;4;75;0;171;Bayern;Oberfranken;Hof;;Selbitz, St;;;;95152;*****
239;Hof;9;4;75;5432;174;Bayern;Oberfranken;Hof;Verwaltungsgemeinschaft Sparneck;Sparneck, M;;;;95234;
239;Hof;9;4;75;0;175;Bayern;Oberfranken;Hof;;Stammbach, M;;;;95236;
239;Hof;9;4;75;5430;181;Bayern;Oberfranken;Hof;Verwaltungsgemeinschaft Feilitzsch;Töpen;;;;95183;
239;Hof;9;4;75;5430;182;Bayern;Oberfranken;Hof;Verwaltungsgemeinschaft Feilitzsch;Trogen;;;;95183;
239;Hof;9;4;75;5432;184;Bayern;Oberfranken;Hof;Verwaltungsgemeinschaft Sparneck;Weißdorf;;;;95237;*****
239;Hof;9;4;75;0;189;Bayern;Oberfranken;Hof;;Zell im Fichtelgebirge, M;;;;95239;
239;Hof;9;4;75;9451;451;Bayern;Oberfranken;Hof;;Forst Schwarzenbach a. Wald;;;;0;
239;Hof;9;4;75;9452;452;Bayern;Oberfranken;Hof;;Gerlaser Forst;;;;0;
239;Hof;9;4;75;9453;453;Bayern;Oberfranken;Hof;;Geroldsgrüner Forst;;;;0;
239;Hof;9;4;75;9454;454;Bayern;Oberfranken;Hof;;Martinlamitzer Forst-Nord;;;;0;
239;Hof;9;4;79;5444;111;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;Verwaltungsgemeinschaft Tröstau;Bad Alexandersbad;;;;95680;*****
239;Hof;9;4;79;0;112;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Arzberg, St;;;;95659;*****
239;Hof;9;4;79;5442;126;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;Verwaltungsgemeinschaft Thiersheim;Höchstädt i.Fichtelgebirge;;;;95186;*****
239;Hof;9;4;79;5443;127;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;Verwaltungsgemeinschaft Schirnding;Hohenberg a.d.Eger, St;;;;95691;
239;Hof;9;4;79;0;129;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Kirchenlamitz, St;;;;95153;*****
239;Hof;9;4;79;0;135;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Marktleuthen, St;;;;95168;*****
239;Hof;9;4;79;0;136;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Marktredwitz, GKSt;;;;95615;
239;Hof;9;4;79;5444;138;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;Verwaltungsgemeinschaft Tröstau;Nagel;;;;95697;*****
239;Hof;9;4;79;0;145;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Röslau;;;;95195;
239;Hof;9;4;79;5443;147;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;Verwaltungsgemeinschaft Schirnding;Schirnding, M;;;;95706;
239;Hof;9;4;79;0;150;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Schönwald, St;;;;95173;*****
239;Hof;9;4;79;0;152;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Selb, GKSt;;;;95100;*****
239;Hof;9;4;79;5442;158;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;Verwaltungsgemeinschaft Thiersheim;Thiersheim, M;;;;95707;
239;Hof;9;4;79;5442;159;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;Verwaltungsgemeinschaft Thiersheim;Thierstein, M;;;;95199;*****
239;Hof;9;4;79;5444;161;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;Verwaltungsgemeinschaft Tröstau;Tröstau;;;;95709;
239;Hof;9;4;79;0;166;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Weißenstadt, St;;;;95163;*****
239;Hof;9;4;79;0;169;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Wunsiedel, St;;;;95632;*****
239;Hof;9;4;79;9453;453;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Kaiserhammer Forst-Ost;;;;0;
239;Hof;9;4;79;9455;455;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Martinlamitzer Forst-Süd;;;;0;
239;Hof;9;4;79;9456;456;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Meierhöfer Seite;;;;0;
239;Hof;9;4;79;9457;457;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Neubauer Forst-Süd;;;;0;
239;Hof;9;4;79;9459;459;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Tröstauer Forst-Ost;;;;0;
239;Hof;9;4;79;9460;460;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Tröstauer Forst-West;;;;0;
239;Hof;9;4;79;9461;461;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Vordorfer Forst;;;;0;
239;Hof;9;4;79;9462;462;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Weißenstadter Forst-Nord;;;;0;
239;Hof;9;4;79;9463;463;Bayern;Oberfranken;Wunsiedel i.Fichtelgebirge;;Weißenstadter Forst-Süd;;;;0;
240;Kulmbach;9;4;71;5401;115;Bayern;Oberfranken;Bamberg;Verwaltungsgemeinschaft Baunach;Baunach, St;;;;96148;
240;Kulmbach;9;4;71;0;117;Bayern;Oberfranken;Bamberg;;Bischberg;;;;96120;
240;Kulmbach;9;4;71;0;119;Bayern;Oberfranken;Bamberg;;Breitengüßbach;;;;96149;
240;Kulmbach;9;4;71;5401;133;Bayern;Oberfranken;Bamberg;Verwaltungsgemeinschaft Baunach;Gerach;;;;96161;*****
240;Kulmbach;9;4;71;0;137;Bayern;Oberfranken;Bamberg;;Gundelsheim;;;;96163;
240;Kulmbach;9;4;71;0;142;Bayern;Oberfranken;Bamberg;;Heiligenstadt i.OFr., M;;;;91332;
240;Kulmbach;9;4;71;0;150;Bayern;Oberfranken;Bamberg;;Kemmern;;;;96164;
240;Kulmbach;9;4;71;5403;151;Bayern;Oberfranken;Bamberg;Verwaltungsgemeinschaft Steinfeld;Königsfeld;;;;96167;*****
240;Kulmbach;9;4;71;5401;152;Bayern;Oberfranken;Bamberg;Verwaltungsgemeinschaft Baunach;Lauter;;;;96169;*****
240;Kulmbach;9;4;71;0;155;Bayern;Oberfranken;Bamberg;;Litzendorf;;;;96123;*****
240;Kulmbach;9;4;71;0;159;Bayern;Oberfranken;Bamberg;;Memmelsdorf;;;;96117;*****
240;Kulmbach;9;4;71;0;165;Bayern;Oberfranken;Bamberg;;Oberhaid;;;;96173;
240;Kulmbach;9;4;71;0;174;Bayern;Oberfranken;Bamberg;;Rattelsdorf, M;;;;96179;
240;Kulmbach;9;4;71;5401;175;Bayern;Oberfranken;Bamberg;Verwaltungsgemeinschaft Baunach;Reckendorf;;;;96182;*****
240;Kulmbach;9;4;71;0;185;Bayern;Oberfranken;Bamberg;;Scheßlitz, St;;;;96110;
240;Kulmbach;9;4;71;5403;189;Bayern;Oberfranken;Bamberg;Verwaltungsgemeinschaft Steinfeld;Stadelhofen;;;;96187;
240;Kulmbach;9;4;71;0;207;Bayern;Oberfranken;Bamberg;;Viereth-Trunstadt;;;;96191;
240;Kulmbach;9;4;71;5403;209;Bayern;Oberfranken;Bamberg;Verwaltungsgemeinschaft Steinfeld;Wattendorf;;;;96196;*****
240;Kulmbach;9;4;71;0;214;Bayern;Oberfranken;Bamberg;;Zapfendorf, M;;;;96199;
